Dátum,Gép,Kezdő időpont,Záró időpont,Megrendelésszám
2020.11.09.,Festő-1,06:00,22:00,MEGR011
2020.11.09.,Festő-2,06:00,22:00,MEGR011
2020.11.09.,Festő-3,06:00,22:00,MEGR011
2020.11.09.,Festő-4,06:00,22:00,MEGR011
2020.11.09.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.09.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.09.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.10.,Hajlító-1,06:00,22:00,MEGR011
2020.11.10.,Hajlító-2,06:00,22:00,MEGR011
2020.11.10.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.10.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.10.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.10.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.10.,Festő-1,06:00,22:00,MEGR011
2020.11.10.,Festő-2,06:00,22:00,MEGR011
2020.11.10.,Festő-3,06:00,22:00,MEGR011
2020.11.10.,Festő-4,06:00,22:00,MEGR011
2020.11.10.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.10.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.10.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.11.,Hajlító-1,06:00,22:00,MEGR011
2020.11.11.,Hajlító-2,06:00,22:00,MEGR011
2020.11.11.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.11.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.11.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.11.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.11.,Festő-1,06:00,22:00,MEGR011
2020.11.11.,Festő-2,06:00,22:00,MEGR011
2020.11.11.,Festő-3,06:00,22:00,MEGR011
2020.11.11.,Festő-4,06:00,22:00,MEGR011
2020.11.11.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.11.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.11.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.12.,Hajlító-1,06:00,22:00,MEGR011
2020.11.12.,Hajlító-2,06:00,22:00,MEGR011
2020.11.12.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.12.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.12.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.12.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.12.,Festő-1,06:00,22:00,MEGR011
2020.11.12.,Festő-2,06:00,22:00,MEGR011
2020.11.12.,Festő-3,06:00,22:00,MEGR011
2020.11.12.,Festő-4,06:00,22:00,MEGR011
2020.11.12.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.12.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.12.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.13.,Hajlító-1,06:00,22:00,MEGR011
2020.11.13.,Hajlító-2,06:00,22:00,MEGR011
2020.11.13.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.13.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.13.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.13.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.13.,Festő-1,06:00,22:00,MEGR011
2020.11.13.,Festő-2,06:00,22:00,MEGR011
2020.11.13.,Festő-3,06:00,22:00,MEGR011
2020.11.13.,Festő-4,06:00,22:00,MEGR011
2020.11.13.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.13.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.13.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.14.,Hajlító-1,06:00,22:00,MEGR011
2020.11.14.,Hajlító-2,06:00,22:00,MEGR011
2020.11.14.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.14.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.14.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.14.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.14.,Festő-1,06:00,22:00,MEGR011
2020.11.14.,Festő-2,06:00,22:00,MEGR011
2020.11.14.,Festő-3,06:00,22:00,MEGR011
2020.11.14.,Festő-4,06:00,22:00,MEGR011
2020.11.14.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.14.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.14.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.15.,Hajlító-1,06:00,22:00,MEGR011
2020.11.15.,Hajlító-2,06:00,22:00,MEGR011
2020.11.15.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.15.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.15.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.15.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.15.,Festő-1,06:00,22:00,MEGR011
2020.11.15.,Festő-2,06:00,22:00,MEGR011
2020.11.15.,Festő-3,06:00,22:00,MEGR011
2020.11.15.,Festő-4,06:00,22:00,MEGR011
2020.11.15.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.15.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.15.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.16.,Hajlító-1,06:00,22:00,MEGR011
2020.11.16.,Hajlító-2,06:00,22:00,MEGR011
2020.11.16.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.16.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.16.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.16.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.16.,Festő-1,06:00,22:00,MEGR011
2020.11.16.,Festő-2,06:00,22:00,MEGR011
2020.11.16.,Festő-3,06:00,22:00,MEGR011
2020.11.16.,Festő-4,06:00,22:00,MEGR011
2020.11.16.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.16.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.16.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.17.,Hajlító-1,06:00,22:00,MEGR011
2020.11.17.,Hajlító-2,06:00,22:00,MEGR011
2020.11.17.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.17.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.17.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.17.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.17.,Festő-1,06:00,22:00,MEGR011
2020.11.17.,Festő-2,06:00,22:00,MEGR011
2020.11.17.,Festő-3,06:00,22:00,MEGR011
2020.11.17.,Festő-4,06:00,22:00,MEGR011
2020.11.17.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.17.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.17.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.18.,Hajlító-1,06:00,22:00,MEGR011
2020.11.18.,Hajlító-2,06:00,22:00,MEGR011
2020.11.18.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.18.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.18.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.18.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.18.,Festő-1,06:00,22:00,MEGR011
2020.11.18.,Festő-2,06:00,22:00,MEGR011
2020.11.18.,Festő-3,06:00,22:00,MEGR011
2020.11.18.,Festő-4,06:00,22:00,MEGR011
2020.11.18.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.18.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.18.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.19.,Hajlító-1,06:00,22:00,MEGR011
2020.11.19.,Hajlító-2,06:00,22:00,MEGR011
2020.11.19.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.19.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.19.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.19.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.19.,Festő-1,06:00,22:00,MEGR011
2020.11.19.,Festő-2,06:00,22:00,MEGR011
2020.11.19.,Festő-3,06:00,22:00,MEGR011
2020.11.19.,Festő-4,06:00,22:00,MEGR011
2020.11.19.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.19.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.19.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.20.,Hajlító-1,06:00,22:00,MEGR011
2020.11.20.,Hajlító-2,06:00,22:00,MEGR011
2020.11.20.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.20.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.20.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.20.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.20.,Festő-1,06:00,22:00,MEGR011
2020.11.20.,Festő-2,06:00,22:00,MEGR011
2020.11.20.,Festő-3,06:00,22:00,MEGR011
2020.11.20.,Festő-4,06:00,22:00,MEGR011
2020.11.20.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.20.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.20.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.21.,Hajlító-1,06:00,22:00,MEGR011
2020.11.21.,Hajlító-2,06:00,22:00,MEGR011
2020.11.21.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.21.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.21.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.21.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.21.,Festő-1,06:00,22:00,MEGR011
2020.11.21.,Festő-2,06:00,22:00,MEGR011
2020.11.21.,Festő-3,06:00,22:00,MEGR011
2020.11.21.,Festő-4,06:00,22:00,MEGR011
2020.11.21.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.21.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.21.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.22.,Hajlító-1,06:00,22:00,MEGR011
2020.11.22.,Hajlító-2,06:00,22:00,MEGR011
2020.11.22.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.22.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.22.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.22.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.22.,Festő-1,06:00,22:00,MEGR011
2020.11.22.,Festő-2,06:00,22:00,MEGR011
2020.11.22.,Festő-3,06:00,22:00,MEGR011
2020.11.22.,Festő-4,06:00,22:00,MEGR011
2020.11.22.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.22.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.22.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.23.,Hajlító-1,06:00,22:00,MEGR011
2020.11.23.,Hajlító-2,06:00,22:00,MEGR011
2020.11.23.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.23.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.23.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.23.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.23.,Festő-1,06:00,22:00,MEGR011
2020.11.23.,Festő-2,06:00,22:00,MEGR011
2020.11.23.,Festő-3,06:00,22:00,MEGR011
2020.11.23.,Festő-4,06:00,22:00,MEGR011
2020.11.23.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.23.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.23.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.24.,Hajlító-1,06:00,22:00,MEGR011
2020.11.24.,Hajlító-2,06:00,22:00,MEGR011
2020.11.24.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.24.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.24.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.24.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.24.,Festő-1,06:00,22:00,MEGR011
2020.11.24.,Festő-2,06:00,22:00,MEGR011
2020.11.24.,Festő-3,06:00,22:00,MEGR011
2020.11.24.,Festő-4,06:00,22:00,MEGR011
2020.11.24.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.24.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.24.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.25.,Hajlító-1,06:00,22:00,MEGR011
2020.11.25.,Hajlító-2,06:00,22:00,MEGR011
2020.11.25.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.25.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.25.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.25.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.25.,Festő-1,06:00,22:00,MEGR011
2020.11.25.,Festő-2,06:00,22:00,MEGR011
2020.11.25.,Festő-3,06:00,22:00,MEGR011
2020.11.25.,Festő-4,06:00,22:00,MEGR011
2020.11.25.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.25.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.25.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.26.,Hajlító-1,06:00,22:00,MEGR011
2020.11.26.,Hajlító-2,06:00,22:00,MEGR011
2020.11.26.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.26.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.26.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.26.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.26.,Festő-1,06:00,22:00,MEGR011
2020.11.26.,Festő-2,06:00,22:00,MEGR011
2020.11.26.,Festő-3,06:00,22:00,MEGR011
2020.11.26.,Festő-4,06:00,22:00,MEGR011
2020.11.26.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.26.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.26.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.27.,Hajlító-1,06:00,22:00,MEGR011
2020.11.27.,Hajlító-2,06:00,22:00,MEGR011
2020.11.27.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.27.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.27.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.27.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.27.,Festő-1,06:00,22:00,MEGR011
2020.11.27.,Festő-2,06:00,22:00,MEGR011
2020.11.27.,Festő-3,06:00,22:00,MEGR011
2020.11.27.,Festő-4,06:00,22:00,MEGR011
2020.11.27.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.27.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.27.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.28.,Hajlító-1,06:00,22:00,MEGR011
2020.11.28.,Hajlító-2,06:00,22:00,MEGR011
2020.11.28.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.28.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.28.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.28.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.28.,Festő-1,06:00,22:00,MEGR011
2020.11.28.,Festő-2,06:00,22:00,MEGR011
2020.11.28.,Festő-3,06:00,22:00,MEGR011
2020.11.28.,Festő-4,06:00,22:00,MEGR011
2020.11.28.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.28.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.28.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.29.,Hajlító-1,06:00,22:00,MEGR011
2020.11.29.,Hajlító-2,06:00,22:00,MEGR011
2020.11.29.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.29.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.29.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.29.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.29.,Festő-1,06:00,22:00,MEGR011
2020.11.29.,Festő-2,06:00,22:00,MEGR011
2020.11.29.,Festő-3,06:00,22:00,MEGR011
2020.11.29.,Festő-4,06:00,22:00,MEGR011
2020.11.29.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.29.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.29.,Csomagoló-3,06:00,22:00,MEGR011
2020.11.30.,Hajlító-1,06:00,22:00,MEGR011
2020.11.30.,Hajlító-2,06:00,22:00,MEGR011
2020.11.30.,Hegesztő-1,06:00,22:00,MEGR011
2020.11.30.,Hegesztő-2,06:00,22:00,MEGR011
2020.11.30.,Hegesztő-3,06:00,22:00,MEGR011
2020.11.30.,Tesztelő-1,06:00,22:00,MEGR011
2020.11.30.,Festő-1,06:00,22:00,MEGR011
2020.11.30.,Festő-2,06:00,22:00,MEGR011
2020.11.30.,Festő-3,06:00,22:00,MEGR011
2020.11.30.,Festő-4,06:00,22:00,MEGR011
2020.11.30.,Csomagoló-1,06:00,22:00,MEGR011
2020.11.30.,Csomagoló-2,06:00,22:00,MEGR011
2020.11.30.,Csomagoló-3,06:00,22:00,MEGR011
2020.12.01.,Hajlító-1,06:00,22:00,MEGR011
2020.12.01.,Hajlító-2,06:00,22:00,MEGR011
2020.12.01.,Hegesztő-1,06:00,22:00,MEGR011
2020.12.01.,Hegesztő-2,06:00,22:00,MEGR011
2020.12.01.,Hegesztő-3,06:00,22:00,MEGR011
2020.12.01.,Tesztelő-1,06:00,22:00,MEGR011
2020.12.01.,Festő-1,06:00,22:00,MEGR011
2020.12.01.,Festő-2,06:00,22:00,MEGR011
2020.12.01.,Festő-3,06:00,22:00,MEGR011
2020.12.01.,Festő-4,06:00,22:00,MEGR011
2020.12.01.,Csomagoló-1,06:00,22:00,MEGR011
2020.12.01.,Csomagoló-2,06:00,22:00,MEGR011
2020.12.01.,Csomagoló-3,06:00,22:00,MEGR011
2020.12.02.,Hajlító-1,06:00,22:00,MEGR011
2020.12.02.,Hajlító-2,06:00,22:00,MEGR011
2020.12.02.,Hegesztő-1,06:00,22:00,MEGR011
2020.12.02.,Hegesztő-2,06:00,22:00,MEGR011
2020.12.02.,Hegesztő-3,06:00,22:00,MEGR011
2020.12.02.,Tesztelő-1,06:00,22:00,MEGR011
2020.12.02.,Festő-1,06:00,22:00,MEGR011
2020.12.02.,Festő-2,06:00,22:00,MEGR011
2020.12.02.,Festő-3,06:00,22:00,MEGR011
2020.12.02.,Festő-4,06:00,22:00,MEGR011
2020.12.02.,Csomagoló-1,06:00,22:00,MEGR011
2020.12.02.,Csomagoló-2,06:00,22:00,MEGR011
2020.12.02.,Csomagoló-3,06:00,22:00,MEGR011
2020.12.03.,Hajlító-1,06:00,22:00,MEGR011
2020.12.03.,Hajlító-2,06:00,22:00,MEGR011
2020.12.03.,Hegesztő-1,06:00,22:00,MEGR011
2020.12.03.,Hegesztő-2,06:00,22:00,MEGR011
2020.12.03.,Hegesztő-3,06:00,22:00,MEGR011
2020.12.03.,Tesztelő-1,06:00,22:00,MEGR011
2020.12.03.,Festő-1,06:00,22:00,MEGR011
2020.12.03.,Festő-2,06:00,22:00,MEGR011
2020.12.03.,Festő-3,06:00,22:00,MEGR011
2020.12.03.,Festő-4,06:00,22:00,MEGR011
2020.12.03.,Csomagoló-1,06:00,22:00,MEGR011
2020.12.03.,Csomagoló-2,06:00,22:00,MEGR011
2020.12.03.,Csomagoló-3,06:00,22:00,MEGR011
2020.12.04.,Hajlító-1,06:00,22:00,MEGR011
2020.12.04.,Hajlító-2,06:00,22:00,MEGR011
2020.12.04.,Hegesztő-1,06:00,22:00,MEGR011
2020.12.04.,Hegesztő-2,06:00,22:00,MEGR011
2020.12.04.,Hegesztő-3,06:00,22:00,MEGR011
2020.12.04.,Tesztelő-1,06:00,22:00,MEGR011
2020.12.04.,Festő-1,06:00,22:00,MEGR011
2020.12.04.,Festő-2,06:00,22:00,MEGR011
2020.12.04.,Festő-3,06:00,22:00,MEGR011
2020.12.04.,Festő-4,06:00,22:00,MEGR011
2020.12.04.,Csomagoló-1,06:00,22:00,MEGR011
2020.12.04.,Csomagoló-2,06:00,22:00,MEGR011
2020.12.04.,Csomagoló-3,06:00,22:00,MEGR011
2020.12.05.,Hajlító-1,06:00,22:00,MEGR011
2020.12.05.,Hajlító-2,06:00,22:00,MEGR011
2020.12.05.,Hegesztő-1,06:00,22:00,MEGR011
2020.12.05.,Hegesztő-2,06:00,22:00,MEGR011
2020.12.05.,Hegesztő-3,06:00,22:00,MEGR011
2020.12.05.,Tesztelő-1,06:00,22:00,MEGR011
2020.12.05.,Festő-1,06:00,22:00,MEGR011
2020.12.05.,Festő-2,06:00,22:00,MEGR011
2020.12.05.,Festő-3,06:00,22:00,MEGR011
2020.12.05.,Festő-4,06:00,22:00,MEGR011
2020.12.05.,Csomagoló-1,06:00,22:00,MEGR011
2020.12.05.,Csomagoló-2,06:00,22:00,MEGR011
2020.12.05.,Csomagoló-3,06:00,22:00,MEGR011
2020.12.06.,Hajlító-1,06:00,22:00,MEGR011
2020.12.06.,Hajlító-2,06:00,22:00,MEGR011
2020.12.06.,Hegesztő-1,06:00,22:00,MEGR011
2020.12.06.,Hegesztő-2,06:00,22:00,MEGR011
2020.12.06.,Hegesztő-3,06:00,22:00,MEGR011
2020.12.06.,Tesztelő-1,06:00,22:00,MEGR011
2020.12.06.,Festő-1,06:00,22:00,MEGR011
2020.12.06.,Festő-2,06:00,22:00,MEGR011
2020.12.06.,Festő-3,06:00,22:00,MEGR011
2020.12.06.,Festő-4,06:00,22:00,MEGR011
2020.12.06.,Csomagoló-1,06:00,22:00,MEGR011
2020.12.06.,Csomagoló-2,06:00,22:00,MEGR011
2020.12.06.,Csomagoló-3,06:00,22:00,MEGR011
2020.12.07.,Hajlító-1,06:00,22:00,MEGR011
2020.12.07.,Hajlító-2,06:00,22:00,MEGR011
2020.12.07.,Hegesztő-1,06:00,22:00,MEGR011
2020.12.07.,Hegesztő-2,06:00,22:00,MEGR011
2020.12.07.,Hegesztő-3,06:00,22:00,MEGR011
2020.12.07.,Tesztelő-1,06:00,22:00,MEGR011
2020.12.07.,Festő-1,06:00,22:00,MEGR011
2020.12.07.,Festő-2,06:00,22:00,MEGR011
2020.12.07.,Festő-3,06:00,22:00,MEGR011
2020.12.07.,Festő-4,06:00,22:00,MEGR011
2020.12.07.,Csomagoló-1,06:00,22:00,MEGR011
2020.12.07.,Csomagoló-2,06:00,22:00,MEGR011
2020.12.07.,Csomagoló-3,06:00,22:00,MEGR011
2020.12.08.,Hajlító-1,06:00,22:00,MEGR011
2020.12.08.,Hajlító-2,06:00,22:00,MEGR011
2020.12.08.,Hegesztő-1,06:00,22:00,MEGR011
2020.12.08.,Hegesztő-2,06:00,22:00,MEGR011
2020.12.08.,Hegesztő-3,06:00,22:00,MEGR011
2020.12.08.,Tesztelő-1,06:00,22:00,MEGR011
2020.12.08.,Festő-1,06:00,22:00,MEGR011
2020.12.08.,Festő-2,06:00,22:00,MEGR011
2020.12.08.,Festő-3,06:00,22:00,MEGR011
2020.12.08.,Festő-4,06:00,22:00,MEGR011
2020.12.08.,Csomagoló-1,06:00,22:00,MEGR011
2020.12.08.,Csomagoló-2,06:00,22:00,MEGR011
2020.12.08.,Csomagoló-3,06:00,22:00,MEGR011
2020.12.09.,Hajlító-1,06:00,22:00,MEGR011
2020.12.09.,Hajlító-2,06:00,22:00,MEGR011
2020.12.09.,Hegesztő-1,06:00,22:00,MEGR011
2020.12.09.,Hegesztő-2,06:00,22:00,MEGR011
2020.12.09.,Hegesztő-3,06:00,22:00,MEGR011
2020.12.09.,Tesztelő-1,06:00,22:00,MEGR011
2020.12.09.,Festő-1,06:00,22:00,MEGR011
2020.12.09.,Festő-2,06:00,22:00,MEGR011
2020.12.09.,Festő-3,06:00,22:00,MEGR011
2020.12.09.,Festő-4,06:00,22:00,MEGR011
2020.12.09.,Csomagoló-1,06:00,22:00,MEGR011
2020.12.09.,Csomagoló-2,06:00,22:00,MEGR011
2020.12.09.,Csomagoló-3,06:00,22:00,MEGR011
2020.12.10.,Hajlító-1,06:00,22:00,MEGR011
2020.12.10.,Hajlító-2,06:00,22:00,MEGR011
2020.12.10.,Hegesztő-1,06:00,22:00,MEGR011
2020.12.10.,Hegesztő-2,06:00,22:00,MEGR011
2020.12.10.,Hegesztő-3,06:00,22:00,MEGR011
2020.12.10.,Tesztelő-1,06:00,22:00,MEGR011
2020.12.10.,Festő-1,06:00,22:00,MEGR011
2020.12.10.,Festő-2,06:00,22:00,MEGR011
2020.12.10.,Festő-3,06:00,22:00,MEGR011
2020.12.10.,Festő-4,06:00,22:00,MEGR011
2020.12.10.,Csomagoló-1,06:00,22:00,MEGR011
2020.12.10.,Csomagoló-2,06:00,22:00,MEGR011
2020.12.10.,Csomagoló-3,06:00,22:00,MEGR011
2020.12.11.,Hajlító-1,06:00,22:00,MEGR011
2020.12.11.,Hajlító-2,06:00,22:00,MEGR011
2020.12.11.,Hegesztő-1,06:00,22:00,MEGR011
2020.12.11.,Hegesztő-2,06:00,22:00,MEGR011
2020.12.11.,Hegesztő-3,06:00,22:00,MEGR011
2020.12.11.,Tesztelő-1,06:00,22:00,MEGR011
2020.12.11.,Festő-1,06:00,22:00,MEGR011
2020.12.11.,Festő-2,06:00,22:00,MEGR011
2020.12.11.,Festő-3,06:00,22:00,MEGR011
2020.12.11.,Festő-4,06:00,22:00,MEGR011
2020.12.11.,Csomagoló-1,06:00,22:00,MEGR011
2020.12.11.,Csomagoló-2,06:00,22:00,MEGR011
2020.12.11.,Csomagoló-3,06:00,22:00,MEGR011
2020.12.12.,Hajlító-1,06:00,22:00,MEGR011
2020.12.12.,Hajlító-2,06:00,22:00,MEGR011
2020.12.12.,Hegesztő-1,06:00,22:00,MEGR011
2020.12.12.,Hegesztő-2,06:00,22:00,MEGR011
2020.12.12.,Hegesztő-3,06:00,22:00,MEGR011
2020.12.12.,Tesztelő-1,06:00,22:00,MEGR011
2020.12.12.,Festő-1,06:00,22:00,MEGR011
2020.12.12.,Festő-2,06:00,22:00,MEGR011
2020.12.12.,Festő-3,06:00,22:00,MEGR011
2020.12.12.,Festő-4,06:00,22:00,MEGR011
2020.12.12.,Csomagoló-1,06:00,22:00,MEGR011
2020.12.12.,Csomagoló-2,06:00,22:00,MEGR011
2020.12.12.,Csomagoló-3,06:00,22:00,MEGR011
2020.12.13.,Hajlító-1,06:00,22:00,MEGR011
2020.12.13.,Hajlító-2,06:00,22:00,MEGR011
2020.12.13.,Hegesztő-1,06:00,22:00,MEGR011
2020.12.13.,Hegesztő-2,06:00,22:00,MEGR011
2020.12.13.,Hegesztő-3,06:00,22:00,MEGR011
2020.12.13.,Tesztelő-1,06:00,22:00,MEGR011
2020.12.13.,Festő-1,06:00,22:00,MEGR011
2020.12.13.,Festő-2,06:00,22:00,MEGR011
2020.12.13.,Festő-3,06:00,22:00,MEGR011
2020.12.13.,Festő-4,06:00,22:00,MEGR011
2020.12.13.,Csomagoló-1,06:00,22:00,MEGR011
2020.12.13.,Csomagoló-2,06:00,22:00,MEGR011
2020.12.13.,Csomagoló-3,06:00,22:00,MEGR011
2020.12.14.,Hajlító-1,06:00,22:00,MEGR011
2020.12.14.,Hajlító-2,06:00,22:00,MEGR011
2020.12.14.,Hegesztő-1,06:00,22:00,MEGR011
2020.12.14.,Hegesztő-2,06:00,22:00,MEGR011
2020.12.14.,Hegesztő-3,06:00,22:00,MEGR011
2020.12.14.,Tesztelő-1,06:00,22:00,MEGR011
2020.12.14.,Festő-1,06:00,22:00,MEGR011
2020.12.14.,Festő-2,06:00,22:00,MEGR011
2020.12.14.,Festő-3,06:00,22:00,MEGR011
2020.12.14.,Festő-4,06:00,22:00,MEGR011
2020.12.14.,Csomagoló-1,06:00,22:00,MEGR011
2020.12.14.,Csomagoló-2,06:00,22:00,MEGR011
2020.12.14.,Csomagoló-3,06:00,22:00,MEGR011
2020.12.15.,Hajlító-1,06:00,22:00,MEGR011
2020.12.15.,Hajlító-2,06:00,22:00,MEGR011
2020.12.15.,Hegesztő-1,06:00,22:00,MEGR011
2020.12.15.,Hegesztő-2,06:00,22:00,MEGR011
